Time,Activity,Pain,Gain,ActivityTime
6:00:00 AM,ตื่นนอน,นอนไม่เต็มอิ่ม ไม่ครบ 8 ชั่วโมง,ได้เวลาในวันเพิ่มมากขึ้น,Night
7:12:00 AM,ตื่นนอน อาบน้ำ แปรงฟัน,ง่วง,ตื่นเช้า ประปรี้ประเปร่า,Night
7:12:00 AM,แปรงฟันและอาบน้ำ,ต้องรีบแปรงฟันเพื่อจะไม่สาย,ฟันสะอาด,Night
9:36:00 AM,ตักบาตร,,เพื่อความสบายใจ,Night
12:00:00 AM,ชั่งน้ำหนัก,กลัวน้ำหนักขึ้น,สามารถประเมินได้ว่าควรกินอย่างไร,Night
12:00:00 AM,ถึงที่ทำงาน ,ไม่อยากทำงาน,ได้นอนต่อ,Night
12:00:00 AM,ออกกำลังกายแบบ Cardio,เหนื่อย,หุ่นปัง,Night
1:12:00 AM,แต่งตัวไปทำงาน,ห่วงว่าน้ำหนักขึ้นจะทำให้ใส่เสื้อไม่ได้,รู้สีกว่าดูดี,Night
3:36:00 AM,เดินทางไปทำงาน,กังวลเรื่องงาน,ได้วางแผนการทำงานของวันนี้,Night
3:36:00 AM,ตื่นนอน,ง่วงมากไม่อยากลุก,,Night
7:00:00 AM,Wake up,be sleepy,,Night
7:12:00 AM,ขับรถไปทำงาน,รถติด,กินข้าวฟังเพลงบนรถ,Night
7:12:00 AM,ตื่นนอน,ไม่อยากลุก กลิ้งอยู่บนเตียงจนแปดโมง,,Night
8:00:00 AM,Take a shower,Lazy,,Night
8:15:00 AM,Breakfast,Hungry,Full,Night
8:30:00 AM,Pick up friend,Waste oil,Come together,Night
8:45:00 AM,Travel to coffee shop,,,Night
9:00:00 AM,On-line study,Lazy,Get new knowledge,Night
9:36:00 AM,กินข้าวเช้า,เบื่อรสชาดอาหารเดิมๆ,ควายความหิวได้,Night
9:36:00 AM,อาบน้ำแปรงฟัน,อากาศหนาวไม่อยากอาบน้ำ,ร่างกายตื่นสดชื่นขึ้น,Night
9:36:00 AM,อัดคลิปออกกำลังกาย,,ถ่ายรูปลง story facebook/IG,Night
10:00:00 AM,On-line study,Lazy,Get new knowledge,Night
11:00:00 AM,On-line study,Lazy,Get new knowledge,Night
12:00:00 PM,On-line study,Lazy,Get new knowledge,Night
1:00:00 PM,Make homework,Lazy,,Night
2:00:00 PM,Travel to Laksi condo,Traffic jam,,Night
2:15:00 PM,Travel to Laksi condo,Traffic jam,,Night
2:30:00 PM,Travel to Laksi condo,Traffic jam,,Night
2:45:00 PM,Take a lunch,Hungry,Full,Night
3:00:00 PM,Order grill duck,Waiting time,,Night
3:15:00 PM,Pick up order,,Delicious food,Night
3:45:00 PM,Travel to Home,,Meet family,Night
4:00:00 PM,Take a rest,,,Night
5:00:00 PM,Play football,Tried,Strong,Night
6:00:00 PM,Play football,Tried,Strong,Night
7:00:00 PM,Dinner Time,Hungry,Full,Night
7:30:00 PM,Take a shower,, Feel comfortable,Night
8:00:00 PM,Buy a beer,Waste oil,Full fill energy,Night
8:30:00 PM,"Prepare glasses, food",Lazy,,Night
9:00:00 PM,Watch football match spur vs Sheffield,Waiting time,Funny,Night
10:00:00 PM,Watch football match spur vs Sheffield,Waiting time,Funny,Night
11:00:00 PM,Watch football match ManU vs Liverpool,ManU not win,Funny,Night
12:00:00 AM,Watch football match ManU vs Liverpool,ManU not win,Funny,Insomnia
12:00:00 AM,แต่งหน้า,อากาศหนาวผิวแห้งต้องทาครีมเยอะทำให้ใช้เวลานาน,บำรุงผิวให้แข็งแรง,Insomnia
12:00:00 AM,ตื่นนอน,ง่วง ไม่อยากตื่นนอนตอนเช้า,,Insomnia
12:00:00 AM,อาบน้ำ แต่งตัว,ขี้เกียจแต่งตัว,แต่งเพื่อให้ตัวเองทีกำลังใจทำงาน,Insomnia
12:00:00 AM,อาบน้ำ,ถ้าไม่ตื่นจะสายแล้วเลยไปอาบน้ำ,,Insomnia
1:00:00 AM,Sleep,,Take a rest,Insomnia
1:12:00 AM,อาบน้ำแปรงฟัน,ไม่อยากอาบน้ำเพราะหนาว,สดชื่นสบายตัว,Insomnia
7:12:00 AM,ถึงที่ทำงาน,คล้ายจะขี้เกียจทำงาน,ได้ที่จอดรถในชั้นที่เดินเข้าตึกได้ง่าย,Morning
7:12:00 AM,เดินออกจากคอนโด,ระยะตัวตึกคอนโดถึงถนนค่อนข้างไกลทำให้เดินเหนื่อย,,Morning
7:12:00 AM,ทำงาน,ไม่อยากทำงาน,ได้เงิน,Morning
7:12:00 AM,กินข้าวเช้า,,,Morning
7:12:00 AM,แต่งหน้า,,,Morning
9:36:00 AM,ขึ้นรถเมล์ไปทำงาน,ร้อน คนเยอะ บางทีต้องยืน,ราคาไม่แพง และระยะเดินทางไม่ได้ไกลมาก,Morning
10:48:00 AM,เดินไปร้านกาแฟ,ช่วงเวลาคนเยอะ ต่อคิวนาน,"เจอคู่รักใหม่มาแอบจิบกาแฟ , ได้ฟังเรื่องชาวบ้านที่เค้ามาเม้ามอยกัน , นึกงานออก",Morning
10:48:00 AM,ทำงาน Work from home,ไม่อยากทำงาน เพราะขี้เกียจ,,Morning
12:00:00 PM,เดินออกจากคอนโด,,โชคดี คอนโดติด mrt เลยไม่ต้องเดินไกล,Noon
1:12:00 PM,ขึ้น mrt ไปทำงาน,,,Noon
12:00:00 AM,ถึงออฟฟิตซื้อกาแฟ,ถ้าไม่กินรู้สึกง่วงนอน เพราะติดแล้ว,,Noon
12:00:00 AM,เดินไปเก็บผ้าที่ตากไว้,ไม่อยากออกไปเก็บเพราะแดดร้อน,เสื้อผ้าถูกเก็บเป็นระเบียบ,Noon
12:00:00 AM,เริ่มทำงานประจำที่รัก,ขี้เกียจทำงาน,,Noon
2:24:00 AM,กินข้าวเช้าที่โรงอาหารบริษัท,เมนูเดิมๆวนไปวนมา ,ราคาถูกมากกก ข้าวฟรีด้วย,Afternoon
3:36:00 AM,ทำงาน Work from home,ใช้สมองเยอะเพราะต้องคิดงาน,งานถูกวางแผน,Afternoon
7:12:00 AM,ประชุมกับผู้บริหาร,หาข้อสรุปไม่ได้,ทุกคนมีข้อเสนอแนะเยอะมาก,Morning
7:12:00 AM,เริ่มทำงาน,,,Morning
7:12:00 AM,ถึงออฟฟิต,,,Morning
8:24:00 AM,ซื้อกาแฟ,ถ้าไม่กินรู้สึกง่วงนอน เพราะติดแล้ว,,Morning
10:48:00 AM,เช็คอีเมล วางแผนงานที่จะทำ,,,Morning
12:00:00 AM,ประชุมกับผู้บริหาร,ต้องอธิบายงานให้ผู้บริหารฟัง,ผู้บริหารได้เห็นผลงานของเรา,Noon
12:00:00 AM,ประชุม,,,Noon
7:12:00 AM,ประชุม,ห้องประชุมอยู่ตึกรวมต้องเดินข้ามตึก โดนแดด,ได้ลุกเดินบ้างไม่งั้นจะนั่งอยู่ที่โต๊ะตลอด,Morning
7:12:00 AM,คั้นน้ำส้ม ทำ Black orange coffee,,สดชื่น มีแรงทำงาน,Morning
12:00:00 AM,ทำงาน(ต่อ),,,Insomnia
7:12:00 AM,ประชุมเลิก กลับมาที่โต๊ะทำงาน,เริ่มหิว,ประชุมกลุ่มย่อย หาร้านกินข้าวกลางวัน,Morning
9:36:00 AM,ออกไปทานข้าวกลางวัน,อิ่มเกินไป,"ได้กินของอร่อย , ได้ข้อสรุปงานที่คิดไม่ออกเมื่อวันก่อน",Morning
12:00:00 AM,กินข้างเที่ยง,เบื่อรสชาดอาหารเดิมๆ,ควายความหิวได้,Noon
12:00:00 AM,ออกไปกินข้าวใต้คอนโด,ต้องเจอฝุ่น PM2.5,ได้กินอาหารตามสั่งที่อยากกิน,Noon
12:00:00 AM,ทานข้าวกลางวัน,ร้อน,อิ่ม,Noon
12:00:00 AM,ทำกับข้าว,ไม่อยากกินคลีน ไม่อร่อย,"Low sodium,sugar",Noon
12:00:00 AM,ไปกินข้าวที่ foodcourt,มีร้านให้เลือกน้อยลง เพราะโควิด คนเข้าออฟฟิตน้อย,,Noon
7:12:00 AM,กินข้าวกลางวันที่โรงอาหารบริษัท,เมนูเดิมๆวนไปวนมา มีให้เลือกน้อย,ราคาถูกมากกก ข้าวฟรีด้วย,Noon
7:12:00 AM,กินข้าวกลางวัน,,,Noon
9:36:00 AM,ไปเซเว่น ซื้อน้ำยันฮี ,อยากกินน้ำหวาน แต่กลัวน้ำตาลเกิน,ซื้อน้ำวิตามินแทน เพราะอย่างน้อยก็มีกลิ่น,Morning
12:00:00 PM,ล้างจาน,,,Noon
12:00:00 AM,เริ่มทำงาน,เบื่อที่เห็นงานค้าง,ได้จักการงานที่ค้างของเมื่อวานให้เสร็จ,Noon
12:00:00 AM,ทำงาน,ไม่อยากทำงาน,ได้เงิน,Noon
12:00:00 AM,เริ่มงานช่วงบ่าย,,,Noon
12:00:00 AM,ทำงาน,,,Noon
3:36:00 AM,ทำงาน,กินเยอะ เริ่มง่วง,ได้งานแน่นอน,Afternoon
7:12:00 AM,ซื้อน้ำผลไม้ปั่น,ใส่น้ำเชือม น้ำตาลเยอะ อ้วน,จะได้สดชื่นไม่ง่วงตอนบ่าย,Morning
12:00:00 AM,ประชุมกับหน่วยาน,หาข้อสรุปไม่ได้,บริษัทจ้างมาประชุม อย่างน้อยก็มีงานทำ,Noon
12:00:00 AM,ทำงาน,ใช้สมองเยอะ เพราะต้องดีลกะหลายแผนก,งานเสร็จและเคลียปัญหาที่ค้างได้,Noon
12:00:00 AM,ทำงาน Work from home,ใช้สมองเยอะเพราะต้องคิดงาน,งานเสร็จตามเป้าหมาย,Noon
12:00:00 AM,ประชุม,เครียด,ได้สรุปงาน,Noon
12:00:00 AM,จิบกาแฟยามบ่าย,กินกาแฟตอนนี้ น่าจะไม่ได้นอน,ตาค้าง มีเอเนอยี่สูง พร้อมทำงานต่อ,Noon
12:00:00 AM,ฟังหัวหน้าบรีฟงาน,,,Noon
3:36:00 AM,ทำงาน,,,Afternoon
7:12:00 AM,ประชุม,ได้ข้อสรุปจากการประชุมเรื่องเดิมใน ครั้งที่ 3,ได้ข้อสรุป,Morning
10:48:00 AM,ส่งงานเจ้านายครบตามกำหนด,,ทำงานดี ไม่ต้องตามแก้อีก,Morning
12:00:00 AM,หาข้อมูลต้นไม้ เตรียมเปิดเพจ เฌอ'ตอม,,ลูกค้าชอบ แย่งกันซื้อ,Noon
12:00:00 AM,ทำงานต่อ,,,Noon
7:12:00 AM,ทำงาน,,,Morning
7:12:00 AM,พัก break กินขนม,อ้วน เพราะกินหลายอย่าง,ได้พักสมองจากงาน,Morning
7:12:00 AM,เลิกงาน,ยังไม่ได้เลิกงาน,ได้ทำงานต่อ,Morning
12:00:00 AM,ทำงานต่อ,,,Noon
12:00:00 AM,กินข้าวเย็น,,,Noon
3:36:00 AM,คุยกับเพื่อนร่วมงาน เย็นนี้ไปร้านไหนดี,เพื่อนงานยังไม่เสร็จ ดองไว้เยอะ,ได้ร้านที่จะไป,Afternoon
4:48:00 AM,เดินดูต้นไม้+ถ่ายรูป,,ลง Social เกร๋ๆ,Afternoon
7:12:00 AM,เดินออกไปซื้อชานมไข่มุกที่ Big C,เหนื่อยเดินทางไปซื้อเองเพราะไม่อยากเสียค่าส่ง,ได้กินชานมไข่มุก ทำให้อารมณ์ดี,Morning
12:00:00 AM,ทานอาหารเย็นกับเพื่อน,ทุกคนหิว อาหารหมดไวมาก,"นินทาหัวหน้า, ได้ข้อสรุปจากเรื่องที่ประชุมเมื่อวันก่อน !!",Noon
12:00:00 AM,เลิกงาน,ร่างกายอ่อนเพลียจากการทำงาน,รู้สึกดีที่ได้กลับไปพักผ่อนที่บ้าน,Noon
12:00:00 AM,กิน MK,กลิ่นติดตัว เหนียวตัว,ได้กินอาหารอร่อยหลังจากเหนื่อยจากการทำงาน,Noon
12:00:00 AM,นั่งพูดคุยกับญาติผู้ใหญ่+เล่นกับหมา,,,Noon
12:00:00 AM,ขึ้น mrt ไป korea town,คนน้อย เลยไม่ต้องรอนาน,,Noon
7:12:00 AM,จิบไวน์,เมา,รอสร่างเมา เจอตำรวจไม่โดนเป่า,Morning
7:12:00 AM,กินข้าวเย็น,เบื่อรสชาดอาหารเดิมๆ,ควายความหิวได้,Morning
7:12:00 AM,เลิกงานไปเดินเล่นที่ fashion island,เสี่ยงติดโควิด,ได้พักผ่อนจากที่ทำงานหนักมาทั้งวัน,Morning
7:12:00 AM,กินหมูย่างเกาหลีกับเพื่อน,ตัวเหม็น,เจอเพื่อน ,Morning
12:00:00 AM,เดินไปซื้อของใช้ใน Big C,เดินซื้อของ เสี่ยงติดโควิด,ได้ของใช้ที่จำเป็น,Noon
12:00:00 AM,เลิกงานจริง,เหนื่อยมากๆ,ได้กลับบ้าน,Noon
12:00:00 AM,ออกกำลังกายแบบ Weight Trainning,เหนื่อย,หุ่นปัง,Noon
3:36:00 AM,เดินทางกลับถึงบ้าน,เหนื่อยในการเดินทาง,ได้พักผ่อนที่บ้าน,Insomnia
3:36:00 AM,เดินทางกลับบ้าน,อาหารเดิมๆ ซ้ำๆ,อ,Insomnia
7:12:00 AM,แปรงฟันและอาบน้ำ,คิดถึงเรื่องงาน,ได้สรุปงานที่ทำวันนี้,Morning
7:12:00 AM,กินชาบู Momo กะเพื่อน,ตัวเหม็น หัวเหม็น เหนียวตัว,ได้เจอเพื่อน ไม่เหงา,Morning
7:12:00 AM,เดินกลับคอนโด,เหนื่อยเดินทาง และต้องเจอฝุ่น PM2.5,ประหยัดค่ารถกลับ,Morning
12:00:00 AM,ถึงบ้าน,แม่สงสัย ทำไมกลับไว,มีเวลาทำอย่างอื่นต่อ,Insomnia
12:00:00 AM,ดูสื่อบันเทิงออนไลน์,ต้องค้นหาสิ่งที่จะต้องดู,ได้พักผ่อนสมอง,Insomnia
12:00:00 AM,นอน,,พักผ่อน,Insomnia
12:00:00 AM,ทานข้าวเย็น,ร้อน,อิ่ม,Insomnia
12:00:00 AM,ไปร้านบิงซู แต่ร้านให้นั่งแค่โต๊ะละ 2 คน เลยไม่กิน,"อารมณ์เสีย เพราร้านไม่ให้นั่งด้วยกัน ,อดกิน อดเม้าท์ต่อ",ไม่ต้องกินเยอะ,Insomnia
3:36:00 AM,ท่องโลกอิเตอร์เน็ต ดูหนัง ฟังเพลง เช็ค social,,,Insomnia
7:12:00 AM,อาบน้ำ,ขี้เกียจ หนาววว,ตัวหอม สร่างเมา ตาสว่าง,Morning
7:12:00 AM,อาบน้ำ,หนาว,สะอาด,Morning
7:12:00 AM,เข้านอน,ไม่ทำการบ้าน,สบาย,Morning
7:12:00 AM,ขึ้น mrt กลับคอนโด,,,Morning
10:48:00 AM,อ่านหนังสือ ทำงานนอก,ขี้เกียจ เหนื่อย,ได้งาน ได้ความรู้,Morning
12:00:00 AM,ขึ้นสองแถวกลับคอนโด,ร้อน คนเยอะ บางทีต้องยืน,ราคาไม่แพง และระยะเดินทางไม่ได้ไกลมาก,Insomnia
12:00:00 AM,ตื่นมาทำการบ้าน,ไม่อยากทำเพราะขี้เกียจ,ทำการบ้านแล้วทำให้เข้าใจในเนื้อหามากขึ้น,Insomnia
12:00:00 AM,ดูnetflix,เริ่มง่วง,สนุกผ่อนคลาย,Insomnia
3:36:00 AM,ถึงคอนโดอาบน้ำ,เสียเวลาอาบน้ำนาน เพราะต้องสระผม,,Insomnia
4:48:00 AM,ถึงคอนโด,,,Insomnia
4:48:00 AM,นั่งเม้าท์กับน้อง,,,Insomnia
12:00:00 AM,ทำการบ้านที่เรียน ป.โท,ขี้เกียจมาก บางวิชาใช้เวลาทำนาน,เข้าใจเรื่องที่เรียนมากขึ้น,Insomnia
12:00:00 AM,อาบน้ำนอน,,,Insomnia
12:00:00 AM,อาบน้ำ,เสียเวลาอาบน้ำนาน เพราะตัวเหม็น,,Insomnia
4:48:00 AM,ทำการบ้าน,,งานเสร็จแล้วเราจะสบาย,Insomnia
12:00:00 AM,นอน,เหนื่อยในการทำงาน,ได้พัฒนาความสามารถ,Noon
12:00:00 AM,ทำการบ้าน image analytics ,ง่วงนอน แต่ต้องทำการบ้าน,เข้าใจเรื่องที่เรียนมากขึ้น,Noon
7:12:00 AM,ดูซีรีย์จีน,ขัดใจชะนีในเรื่อง มีแต่พระเอกแทนได้ไหม,พระเอกกล้ามหล่อมาก ได้ฝึกฟังภาษาจีนให้คุ้นหู ,Morning
7:12:00 AM,ออกไปซื้อขนมที่เสเว่น,เดินทางตอนกลางคืน อันตราย,ได้ขนมกลับมากินที่ห้อง,Morning
12:00:00 AM,ดู Netflix,ทำให้นอนดึกขึ้น,ดูหนังเพลินๆ,Insomnia
12:00:00 AM,เล่นเกมส์กับเพื่อน,มือถือแบตหมดเร็ว,พักผ่อน ได้พูดคุยกับเพื่อน,Insomnia
12:00:00 AM,เล่นเกมส์กับเพื่อน,มือถือแบตหมดเร็ว,พักผ่อน ได้พูดคุยกับเพื่อน,Insomnia
,,,,
